region,mlab_site,month,DownloadThroughputSplitByClientAndByServer,UploadThroughputSplitByClientAndByServer,RTTSplitByClientAndByServer,NetLimitedSplitByClientAndByServer,ClientLimitedSplitByClientAndByServer,WinScaleRcvdSplitByClientAndByServer,NumberOfClientsSplitByClientAndByServer
616_pk,FR-Paris,05-01-2010,,0.202899,64.000000,0.319773,0.672981,0.261224,
616_pk,FR-Paris,06-01-2010,,0.215775,64.000000,0.750451,0.238197,0.898551,
616_pk,FR-Paris,07-01-2010,,0.201136,,,,,
616_pk,FR-Paris,07-01-2011,1.212286,0.291813,58.000000,0.470441,0.512775,1.031073,240
616_pk,FR-Paris,08-01-2010,,0.207050,,,,,
616_pk,FR-Paris,09-01-2010,,0.204125,,,,,
616_pk,FR-Paris,10-01-2010,,0.224183,56.000000,0.823314,0.161963,0.338028,
616_pk,FR-Paris,11-01-2010,,0.232494,58.000000,0.717436,0.278912,0.469880,
616_pk,FR-Paris,12-01-2010,,0.221508,60.000000,0.724294,0.261888,0.714286,
616_pk,GR-Athens,01-01-2011,,0.309382,107.000000,0.947025,0.034713,1.404878,
616_pk,GR-Athens,02-01-2011,0.774111,0.329738,105.000000,0.930289,0.053148,1.306773,219
616_pk,GR-Athens,03-01-2011,,0.361860,91.000000,0.829547,0.157228,1.861472,
616_pk,GR-Athens,07-01-2011,,0.380436,94.000000,0.635602,0.343331,1.528846,
616_pk,GR-Athens,08-01-2011,,0.400782,,,,,
616_pk,GR-Athens,09-01-2011,,0.408653,,,,,
616_pk,GR-Athens,10-01-2010,,0.303652,,,,,
616_pk,GR-Athens,12-01-2010,,0.236259,,,,,
616_pk,NL-Amsterdam,01-01-2011,,0.233019,,,,,
616_pk,NL-Amsterdam,02-01-2010,,0.218689,58.000000,0.539646,0.434472,0.702929,
616_pk,NL-Amsterdam,03-01-2010,,0.219771,,,,,
616_pk,NL-Amsterdam,04-01-2010,,0.207550,,,,,
616_pk,NL-Amsterdam,05-01-2010,,0.199444,,,,,
616_pk,NL-Amsterdam,12-01-2010,,0.222585,,,,,
616_pk,NL-Amsterdam-2,02-01-2010,,0.224139,58.000000,0.685635,0.302338,1.325670,
616_pk,NL-Amsterdam-2,03-01-2010,,0.211651,,,,,
616_pk,UK-London,01-01-2011,,0.218633,,,,,
616_pk,UK-London,02-01-2010,,0.219992,65.000000,0.563840,0.421764,1.568182,
616_pk,UK-London,02-01-2011,,0.248974,,,,,
616_pk,UK-London,03-01-2010,,0.220473,60.000000,0.539696,0.440670,1.102041,
616_pk,UK-London,03-01-2011,,0.296963,,,,,
616_pk,UK-London,04-01-2010,,0.212156,59.000000,0.517527,0.473679,1.038095,
616_pk,UK-London,05-01-2010,,0.215438,,,,,
616_pk,UK-London,06-01-2010,,0.213685,,,,,
616_pk,UK-London,07-01-2010,,0.203869,,,,,
616_pk,UK-London,07-01-2011,,0.343881,,,,,
616_pk,UK-London,09-01-2011,,0.398242,,,,,
616_pk,UK-London,12-01-2010,,0.223602,,,,,
616_pm,DE-Hamburg,01-01-2011,3.554937,0.434991,45.000000,0.492271,0.495218,1.605136,3825
616_pm,DE-Hamburg,02-01-2011,3.825302,0.437426,46.000000,0.318252,0.674217,1.633693,2993
616_pm,DE-Hamburg,03-01-2010,3.223949,0.376417,50.000000,0.200320,0.791209,1.678783,2024
616_pm,DE-Hamburg,03-01-2011,4.434110,0.441617,45.000000,0.321867,0.668079,1.745361,3030
616_pm,DE-Hamburg,04-01-2010,2.501998,0.367651,50.000000,0.204491,0.786841,1.654317,3387
616_pm,DE-Hamburg,05-01-2010,2.931888,0.397171,47.000000,0.178436,0.811339,1.748473,3634
616_pm,DE-Hamburg,06-01-2010,3.616653,0.407687,48.000000,0.123416,0.868080,1.884277,2876
616_pm,DE-Hamburg,07-01-2010,3.751881,0.405446,45.000000,0.111593,0.880068,1.865148,2498
616_pm,DE-Hamburg,07-01-2011,4.246105,0.454351,44.000000,0.313590,0.681202,1.835052,1964
616_pm,DE-Hamburg,08-01-2010,2.982913,0.414783,45.000000,0.162577,0.828031,1.425163,2553
616_pm,DE-Hamburg,08-01-2011,4.329738,0.456662,45.000000,0.348027,0.644380,2.001956,2106
616_pm,DE-Hamburg,09-01-2010,3.801999,0.424092,46.000000,0.206958,0.783793,1.773978,2691
616_pm,DE-Hamburg,09-01-2011,4.684128,0.581705,44.000000,0.461546,0.532287,2.147208,1986
616_pm,DE-Hamburg,10-01-2010,3.744009,0.419249,48.000000,0.203887,0.789049,1.633593,3004
616_pm,DE-Hamburg,11-01-2010,3.752526,0.423648,45.000000,0.264296,0.729750,1.575245,3235
616_pm,DE-Hamburg,12-01-2010,3.569594,0.424858,45.000000,0.277105,0.712424,1.556387,3171
616_pm,FR-Paris,01-01-2011,1.890264,0.345036,52.000000,0.705927,0.286757,0.801170,466
616_pm,FR-Paris,02-01-2010,,0.225748,53.000000,0.288800,0.703386,1.151659,
616_pm,FR-Paris,02-01-2011,1.830302,0.364875,54.000000,0.401330,0.594891,0.960254,387
616_pm,FR-Paris,03-01-2010,2.081356,0.302329,52.000000,0.214273,0.773123,0.771277,208
616_pm,FR-Paris,03-01-2011,2.333811,0.361826,53.000000,0.576900,0.416562,1.075188,353
616_pm,FR-Paris,04-01-2010,1.711902,0.223616,55.000000,0.354916,0.637842,0.724771,329
616_pm,FR-Paris,05-01-2010,1.926637,0.226887,53.000000,0.236138,0.750218,0.798450,272
616_pm,FR-Paris,06-01-2010,2.682690,0.268705,53.000000,0.158566,0.833184,0.936170,200
616_pm,FR-Paris,07-01-2010,1.957629,0.232525,52.000000,0.316629,0.678409,1.310924,202
616_pm,FR-Paris,07-01-2011,2.560211,0.431000,51.000000,0.921000,0.070234,1.225948,494
616_pm,FR-Paris,08-01-2010,,0.345547,51.000000,0.143388,0.850146,0.671924,
616_pm,FR-Paris,09-01-2010,3.037929,0.301281,50.000000,0.215821,0.777818,0.670702,225
616_pm,FR-Paris,10-01-2010,2.072336,0.370761,55.000000,0.145075,0.847562,1.005650,271
616_pm,FR-Paris,11-01-2010,2.081825,0.306756,54.000000,0.316027,0.674310,0.734483,340
616_pm,FR-Paris,12-01-2010,1.894064,0.344987,57.000000,0.499558,0.493504,0.929915,361
616_pm,GR-Athens,01-01-2011,0.697144,0.244432,111.000000,0.650987,0.338970,1.268041,235
616_pm,GR-Athens,02-01-2011,0.888401,0.321545,102.000000,0.805577,0.186860,1.367403,228
616_pm,GR-Athens,03-01-2011,1.694532,0.318292,95.000000,0.545280,0.449689,1.224044,204
616_pm,GR-Athens,04-01-2010,,0.269584,,,,,
616_pm,GR-Athens,05-01-2010,,0.363957,106.000000,0.225066,0.772732,0.894977,
616_pm,GR-Athens,06-01-2010,,0.323589,,,,,
616_pm,GR-Athens,07-01-2010,,0.267331,105.000000,0.314845,0.680042,1.222707,
616_pm,GR-Athens,07-01-2011,1.902555,0.377793,94.000000,0.558069,0.432320,1.540609,231
616_pm,GR-Athens,08-01-2010,,0.343196,94.000000,0.220881,0.773144,1.230769,
616_pm,GR-Athens,08-01-2011,1.729329,0.402256,94.000000,0.478935,0.517042,1.021798,212
616_pm,GR-Athens,09-01-2010,,0.348621,104.000000,0.691953,0.296968,1.337778,
616_pm,GR-Athens,09-01-2011,3.773695,0.445263,89.000000,0.450662,0.540509,1.713896,218
616_pm,GR-Athens,10-01-2010,,0.379106,102.000000,0.550710,0.424437,0.960912,
616_pm,GR-Athens,11-01-2010,,0.341428,99.000000,0.616918,0.365486,1.080537,
616_pm,GR-Athens,12-01-2010,,0.244395,100.500000,0.501161,0.487006,1.489297,
616_pm,GR-Athens-2,09-01-2011,,0.686703,87.000000,0.847153,0.141951,2.875000,
616_pm,NL-Amsterdam,01-01-2010,,0.241490,49.000000,0.580322,0.411615,1.212963,
616_pm,NL-Amsterdam,01-01-2011,3.030075,0.409967,42.000000,0.724146,0.265206,0.862832,315
616_pm,NL-Amsterdam,02-01-2010,2.016752,0.239427,46.000000,0.301865,0.687513,1.464481,308
616_pm,NL-Amsterdam,02-01-2011,3.482555,0.392436,41.000000,0.537107,0.458989,1.251716,270
616_pm,NL-Amsterdam,03-01-2010,2.820223,0.305832,46.000000,0.293352,0.699436,1.173996,302
616_pm,NL-Amsterdam,03-01-2011,3.000018,0.395067,43.000000,0.625009,0.369986,0.990769,211
616_pm,NL-Amsterdam,04-01-2010,2.001625,0.270953,46.000000,0.317029,0.679647,1.051125,287
616_pm,NL-Amsterdam,05-01-2010,2.460473,0.305835,45.000000,0.151270,0.841065,0.990338,218
616_pm,NL-Amsterdam,06-01-2010,,0.283366,48.000000,0.174256,0.821368,1.394495,
616_pm,NL-Amsterdam,07-01-2010,,0.341167,45.000000,0.182488,0.809971,1.337386,
616_pm,NL-Amsterdam,07-01-2011,3.326947,0.420082,43.000000,0.404680,0.590092,1.531172,243
616_pm,NL-Amsterdam,08-01-2010,,0.363866,43.000000,0.118293,0.869372,0.776074,
616_pm,NL-Amsterdam,08-01-2011,3.878152,0.423738,44.000000,0.454193,0.538942,1.549419,208
616_pm,NL-Amsterdam,09-01-2010,,0.363966,40.000000,0.130902,0.863845,1.130435,
616_pm,NL-Amsterdam,09-01-2011,3.110893,0.547222,39.000000,0.679562,0.309334,1.481013,269
616_pm,NL-Amsterdam,10-01-2010,3.814845,0.406812,42.000000,0.178961,0.806135,0.819672,220
616_pm,NL-Amsterdam,11-01-2010,2.790920,0.363842,42.000000,0.165507,0.829861,0.787946,235
616_pm,NL-Amsterdam,12-01-2010,3.004211,0.413240,42.000000,0.271290,0.718549,0.837259,277
616_pm,NL-Amsterdam-2,01-01-2011,,0.362079,,,,,
616_pm,NL-Amsterdam-2,02-01-2010,1.931567,0.288804,64.500000,0.519260,0.468128,1.458213,437
616_pm,NL-Amsterdam-2,02-01-2011,2.051775,0.378442,43.000000,0.976658,0.005715,1.329114,222
616_pm,NL-Amsterdam-2,03-01-2010,2.852422,0.368797,63.000000,0.426310,0.569919,1.111111,214
616_pm,NL-Amsterdam-2,03-01-2011,,0.354115,,,,,
616_pm,NL-Amsterdam-2,04-01-2010,,0.231302,56.000000,0.509331,0.486474,1.013575,
616_pm,NL-Amsterdam-2,05-01-2010,,0.231897,,,,,
616_pm,NL-Amsterdam-2,06-01-2010,,0.229769,,,,,
616_pm,NL-Amsterdam-2,07-01-2010,,0.263423,,,,,
616_pm,NL-Amsterdam-2,10-01-2010,,0.341047,,,,,
616_pm,NL-Amsterdam-2,11-01-2010,,0.345041,,,,,
616_pm,NL-Amsterdam-2,12-01-2010,,0.358913,,,,,
616_pm,UK-London,01-01-2011,2.346625,0.397612,48.000000,0.720688,0.262467,0.817073,304
616_pm,UK-London,02-01-2010,1.980648,0.292402,52.000000,0.464232,0.522851,1.395534,368
616_pm,UK-London,02-01-2011,2.748308,0.386685,47.000000,0.443010,0.553397,1.055703,241
616_pm,UK-London,03-01-2010,2.242902,0.280021,52.000000,0.389554,0.591275,1.438280,443
616_pm,UK-London,03-01-2011,2.945056,0.399607,48.500000,0.405565,0.587874,1.350254,250
616_pm,UK-London,04-01-2010,1.865607,0.229314,52.000000,0.266586,0.718809,1.316239,262
616_pm,UK-London,05-01-2010,2.225448,0.271309,51.000000,0.311823,0.685088,1.197150,239
616_pm,UK-London,06-01-2010,,0.233875,52.000000,0.158439,0.836491,1.161880,
616_pm,UK-London,07-01-2010,,0.304718,50.000000,0.118581,0.872202,1.324930,
616_pm,UK-London,07-01-2011,3.393163,0.413388,48.000000,0.558326,0.431951,1.478395,207
616_pm,UK-London,08-01-2010,,0.321145,49.000000,0.217651,0.766207,1.225000,
616_pm,UK-London,08-01-2011,4.298114,0.414917,50.000000,0.467370,0.527953,1.316716,203
616_pm,UK-London,09-01-2010,,0.346576,47.500000,0.187776,0.806184,1.109155,
616_pm,UK-London,09-01-2011,3.463111,0.451116,47.000000,0.744454,0.249762,1.835821,319
616_pm,UK-London,10-01-2010,,0.404274,47.000000,0.175255,0.816821,1.177936,
616_pm,UK-London,11-01-2010,,0.264340,49.000000,0.407304,0.588207,0.883065,
616_pm,UK-London,12-01-2010,,0.357557,49.500000,0.235443,0.754384,1.067901,
616_pm,US-CA-LosAngeles,03-01-2010,,0.227166,,,,,
616_pm,US-NY-NewYork,03-01-2010,,0.316976,,,,,
616_sk,DE-Hamburg,01-01-2011,1.703044,0.334957,45.000000,0.693508,0.290100,1.242999,782
616_sk,DE-Hamburg,02-01-2011,1.680099,0.329985,46.000000,0.691673,0.300372,1.513320,668
616_sk,DE-Hamburg,03-01-2010,1.823402,0.225939,53.000000,0.189393,0.804944,1.249671,420
616_sk,DE-Hamburg,03-01-2011,1.878404,0.343902,45.000000,0.624380,0.356387,1.503590,638
616_sk,DE-Hamburg,04-01-2010,1.847925,0.225232,50.000000,0.212525,0.776420,1.346451,715
616_sk,DE-Hamburg,05-01-2010,1.809984,0.223350,49.000000,0.303049,0.689268,1.492918,814
616_sk,DE-Hamburg,06-01-2010,1.903296,0.225624,48.000000,0.242574,0.749143,1.402586,636
616_sk,DE-Hamburg,07-01-2010,1.935212,0.228253,48.000000,0.213235,0.778893,1.584450,638
616_sk,DE-Hamburg,07-01-2011,1.545471,0.347075,48.000000,0.783037,0.202629,1.734637,485
616_sk,DE-Hamburg,08-01-2010,1.874125,0.231885,48.000000,0.373253,0.614476,1.304574,587
616_sk,DE-Hamburg,08-01-2011,1.863331,0.345611,48.000000,0.818258,0.163461,1.676923,471
616_sk,DE-Hamburg,09-01-2010,1.975677,0.278480,47.000000,0.477009,0.511936,1.558269,544
616_sk,DE-Hamburg,09-01-2011,1.899661,0.401845,46.000000,0.912880,0.078566,1.902778,393
616_sk,DE-Hamburg,10-01-2010,1.940608,0.293036,48.000000,0.371401,0.616130,1.427692,584
616_sk,DE-Hamburg,11-01-2010,1.657683,0.299049,47.000000,0.547962,0.433499,1.387000,638
616_sk,DE-Hamburg,12-01-2010,1.314846,0.296516,47.000000,0.537115,0.452532,1.249113,712
616_sk,FR-Paris,01-01-2011,,0.221180,,,,,
616_sk,FR-Paris,02-01-2011,,0.212364,,,,,
616_sk,FR-Paris,05-01-2010,,0.201113,,,,,
616_sk,FR-Paris,07-01-2011,,0.219996,,,,,
616_sk,FR-Paris,12-01-2010,,0.235059,,,,,
616_sk,NL-Amsterdam-2,02-01-2010,,0.219416,,,,,
616_sk,UK-London,02-01-2010,,0.222645,,,,,
616_sk,UK-London,03-01-2010,,0.215446,,,,,
616_sl,DE-Hamburg,01-01-2011,3.483915,0.432513,48.000000,0.423392,0.566810,1.367527,7240
616_sl,DE-Hamburg,02-01-2011,3.698024,0.434354,48.000000,0.337068,0.651413,1.478920,6083
616_sl,DE-Hamburg,03-01-2010,2.682707,0.361981,48.000000,0.216152,0.774955,1.544200,4260
616_sl,DE-Hamburg,03-01-2011,3.912533,0.439263,48.000000,0.371114,0.620456,1.732019,6185
616_sl,DE-Hamburg,04-01-2010,2.393720,0.358636,48.000000,0.246273,0.743704,1.568411,7332
616_sl,DE-Hamburg,05-01-2010,2.787774,0.368194,48.000000,0.225635,0.767025,1.611367,8005
616_sl,DE-Hamburg,06-01-2010,3.234006,0.378858,47.000000,0.201118,0.789335,1.812396,6274
616_sl,DE-Hamburg,07-01-2010,3.280906,0.387060,47.000000,0.185732,0.806695,1.640265,5547
616_sl,DE-Hamburg,07-01-2011,3.989786,0.450619,45.000000,0.257363,0.737091,1.746633,4062
616_sl,DE-Hamburg,08-01-2010,2.805330,0.382172,49.000000,0.323856,0.667541,1.408699,5312
616_sl,DE-Hamburg,08-01-2011,4.147649,0.481671,45.000000,0.270163,0.724076,1.827050,3838
616_sl,DE-Hamburg,09-01-2010,3.039820,0.408491,49.000000,0.299453,0.690156,1.470431,5702
616_sl,DE-Hamburg,09-01-2011,4.579850,0.562874,44.000000,0.324610,0.667144,2.052973,3683
616_sl,DE-Hamburg,10-01-2010,3.252559,0.417429,49.000000,0.329354,0.660125,1.562713,6310
616_sl,DE-Hamburg,11-01-2010,3.284133,0.422055,49.000000,0.353527,0.636607,1.443230,6589
616_sl,DE-Hamburg,12-01-2010,3.078898,0.425511,48.000000,0.400366,0.588205,1.566919,6736
616_sl,FR-Paris,01-01-2010,,0.303704,,,,,
616_sl,FR-Paris,01-01-2011,1.907733,0.353758,56.000000,0.555455,0.437229,0.627748,841
616_sl,FR-Paris,02-01-2010,1.886774,0.230643,52.000000,0.330101,0.661458,0.990347,289
616_sl,FR-Paris,02-01-2011,2.211441,0.399728,55.000000,0.468494,0.520907,0.890254,756
616_sl,FR-Paris,03-01-2010,1.880763,0.243209,54.000000,0.390236,0.600000,1.014634,493
616_sl,FR-Paris,03-01-2011,2.708730,0.412447,53.000000,0.455514,0.539987,0.923394,751
616_sl,FR-Paris,04-01-2010,1.768532,0.227176,54.000000,0.499069,0.490111,0.934039,801
616_sl,FR-Paris,05-01-2010,1.764427,0.222619,55.000000,0.411718,0.582386,0.878345,721
616_sl,FR-Paris,06-01-2010,1.980828,0.224376,54.000000,0.364327,0.628014,1.004825,502
616_sl,FR-Paris,07-01-2010,1.824272,0.221857,54.000000,0.300796,0.689961,0.674202,426
616_sl,FR-Paris,07-01-2011,2.513778,0.424467,52.000000,0.775512,0.218859,1.528364,1039
616_sl,FR-Paris,08-01-2010,1.932016,0.277522,54.000000,0.298542,0.697220,0.731241,428
616_sl,FR-Paris,08-01-2011,,0.410081,51.000000,0.591523,0.404552,1.286385,
616_sl,FR-Paris,09-01-2010,1.884280,0.321165,55.000000,0.401619,0.588455,0.822272,563
616_sl,FR-Paris,10-01-2010,2.194271,0.357069,56.000000,0.405283,0.586559,0.847335,668
616_sl,FR-Paris,11-01-2010,1.936038,0.374871,55.000000,0.551833,0.434934,0.624699,804
616_sl,FR-Paris,12-01-2010,1.989564,0.378527,55.000000,0.541079,0.444315,0.919326,718
616_sl,GR-Athens,01-01-2011,1.626140,0.402337,101.000000,0.859318,0.133956,1.408186,651
616_sl,GR-Athens,02-01-2010,,0.209454,,,,,
616_sl,GR-Athens,02-01-2011,1.891136,0.404778,97.000000,0.784514,0.204445,1.354145,651
616_sl,GR-Athens,03-01-2011,2.222884,0.410368,91.000000,0.656596,0.336111,1.212451,690
616_sl,GR-Athens,04-01-2010,1.319092,0.363334,96.000000,0.248978,0.743769,1.079787,203
616_sl,GR-Athens,05-01-2010,1.269205,0.219323,102.000000,0.373193,0.610273,1.081188,292
616_sl,GR-Athens,06-01-2010,1.049590,0.218692,102.000000,0.310225,0.682949,1.115234,288
616_sl,GR-Athens,07-01-2010,1.041874,0.217860,103.000000,0.417254,0.573886,1.084063,351
616_sl,GR-Athens,07-01-2011,2.181984,0.410888,94.000000,0.657878,0.332263,1.570664,594
616_sl,GR-Athens,08-01-2010,1.831694,0.311038,101.000000,0.436071,0.553544,0.991416,290
616_sl,GR-Athens,08-01-2011,1.839392,0.413714,97.000000,0.729662,0.259534,1.376179,582
616_sl,GR-Athens,09-01-2010,1.205512,0.381808,106.000000,0.902674,0.089135,1.129594,385
616_sl,GR-Athens,09-01-2011,2.641705,0.448543,87.000000,0.788389,0.201286,1.929360,625
616_sl,GR-Athens,10-01-2010,1.887058,0.400763,101.000000,0.475015,0.510077,1.131898,457
616_sl,GR-Athens,11-01-2010,1.496276,0.377413,97.000000,0.589745,0.403127,0.989943,464
616_sl,GR-Athens,12-01-2010,1.614770,0.387151,97.000000,0.799089,0.194049,1.327423,582
616_sl,GR-Athens-2,09-01-2011,2.456872,0.441981,87.000000,0.753578,0.239671,2.630603,424
616_sl,NL-Amsterdam,01-01-2010,1.737230,0.288039,51.000000,0.570975,0.420099,1.799564,309
616_sl,NL-Amsterdam,01-01-2011,2.510096,0.400691,46.000000,0.659013,0.330833,0.914661,624
616_sl,NL-Amsterdam,02-01-2010,1.899066,0.304108,47.000000,0.393588,0.597419,1.264055,729
616_sl,NL-Amsterdam,02-01-2011,2.817629,0.401759,46.000000,0.552257,0.439970,1.025767,530
616_sl,NL-Amsterdam,03-01-2010,1.940362,0.308442,49.000000,0.438613,0.555038,1.153779,700
616_sl,NL-Amsterdam,03-01-2011,3.673793,0.428559,43.000000,0.541215,0.452587,0.909091,374
616_sl,NL-Amsterdam,04-01-2010,1.917024,0.291121,49.000000,0.465427,0.526311,1.171039,603
616_sl,NL-Amsterdam,05-01-2010,1.916529,0.225580,48.000000,0.382454,0.602037,1.032335,519
616_sl,NL-Amsterdam,06-01-2010,2.414987,0.230999,48.000000,0.287452,0.706802,1.144499,351
616_sl,NL-Amsterdam,07-01-2010,2.205356,0.224687,49.000000,0.206049,0.783518,0.795786,334
616_sl,NL-Amsterdam,07-01-2011,3.016654,0.431401,41.000000,0.420095,0.573555,1.560453,464
616_sl,NL-Amsterdam,08-01-2010,2.874141,0.317320,47.000000,0.258658,0.736832,0.925267,308
616_sl,NL-Amsterdam,08-01-2011,3.634190,0.426230,42.000000,0.295858,0.699820,1.289665,395
616_sl,NL-Amsterdam,09-01-2010,2.667196,0.346648,45.000000,0.401931,0.589952,0.935811,371
616_sl,NL-Amsterdam,09-01-2011,3.717668,0.451927,40.000000,0.414612,0.582243,1.806283,470
616_sl,NL-Amsterdam,10-01-2010,2.752999,0.402398,44.000000,0.263184,0.728654,0.723731,499
616_sl,NL-Amsterdam,11-01-2010,2.370287,0.398906,44.000000,0.397609,0.591087,0.750292,527
616_sl,NL-Amsterdam,12-01-2010,2.888270,0.410575,44.000000,0.425635,0.568789,1.113821,554
616_sl,NL-Amsterdam-2,01-01-2010,,0.233574,,,,,
616_sl,NL-Amsterdam-2,01-01-2011,1.813481,0.370840,46.000000,0.972624,0.014292,1.148325,387
616_sl,NL-Amsterdam-2,02-01-2010,1.929836,0.306893,58.000000,0.430245,0.559990,1.346259,946
616_sl,NL-Amsterdam-2,02-01-2011,1.910648,0.396913,42.000000,0.959224,0.023332,1.369830,388
616_sl,NL-Amsterdam-2,03-01-2010,1.894352,0.355724,64.000000,0.545208,0.442706,1.012034,549
616_sl,NL-Amsterdam-2,03-01-2011,2.023530,0.413048,41.500000,0.972964,0.017535,1.154971,307
616_sl,NL-Amsterdam-2,04-01-2010,1.614979,0.308497,60.000000,0.548649,0.433755,1.023355,318
616_sl,NL-Amsterdam-2,05-01-2010,,0.219943,61.000000,0.253086,0.742611,0.632979,
616_sl,NL-Amsterdam-2,06-01-2010,,0.224712,55.000000,0.280583,0.712390,0.791045,
616_sl,NL-Amsterdam-2,07-01-2010,,0.226426,52.500000,0.443060,0.553666,0.775439,
616_sl,NL-Amsterdam-2,07-01-2011,1.916806,0.397750,43.000000,0.956972,0.024956,1.230088,207
616_sl,NL-Amsterdam-2,08-01-2010,,0.308192,54.000000,0.546980,0.432033,0.739837,
616_sl,NL-Amsterdam-2,09-01-2010,,0.345164,55.000000,0.812839,0.172482,1.056738,
616_sl,NL-Amsterdam-2,09-01-2011,,0.452695,41.000000,0.874180,0.094093,1.920561,
616_sl,NL-Amsterdam-2,10-01-2010,2.183731,0.371788,57.000000,0.310571,0.680795,0.733681,221
616_sl,NL-Amsterdam-2,11-01-2010,2.435491,0.361443,43.000000,0.851731,0.144427,0.835196,281
616_sl,NL-Amsterdam-2,12-01-2010,1.864155,0.340337,44.000000,0.967751,0.020671,0.624224,296
616_sl,UK-London,01-01-2010,,0.309451,,,,,
616_sl,UK-London,01-01-2011,2.473306,0.401554,51.000000,0.642619,0.345431,0.984733,510
616_sl,UK-London,02-01-2010,1.930066,0.302142,53.000000,0.437747,0.558455,1.537277,778
616_sl,UK-London,02-01-2011,2.504941,0.406496,50.000000,0.454556,0.535994,0.883049,478
616_sl,UK-London,03-01-2010,1.891994,0.296389,54.000000,0.400327,0.591971,1.276923,959
616_sl,UK-London,03-01-2011,3.003958,0.409036,48.000000,0.639622,0.356335,1.054886,510
616_sl,UK-London,04-01-2010,1.881831,0.223968,52.000000,0.470016,0.524345,1.169184,610
616_sl,UK-London,05-01-2010,1.915518,0.224390,53.000000,0.379816,0.609919,1.023810,518
616_sl,UK-London,06-01-2010,2.002686,0.224136,52.000000,0.297676,0.694813,1.266176,381
616_sl,UK-London,07-01-2010,1.983951,0.224417,52.000000,0.232829,0.759938,1.264151,329
616_sl,UK-London,07-01-2011,2.902672,0.402261,47.000000,0.316678,0.679835,1.631737,372
616_sl,UK-London,08-01-2010,2.387861,0.237925,50.000000,0.295791,0.699964,0.607069,272
616_sl,UK-London,08-01-2011,3.498376,0.413166,49.000000,0.294218,0.698191,1.625000,352
616_sl,UK-London,09-01-2010,2.319318,0.344586,51.000000,0.414305,0.579350,0.834382,295
616_sl,UK-London,09-01-2011,3.758328,0.439355,47.000000,0.529434,0.465384,1.705063,495
616_sl,UK-London,10-01-2010,2.693941,0.379601,49.000000,0.376075,0.605045,0.843373,301
616_sl,UK-London,11-01-2010,2.405312,0.374773,49.000000,0.520575,0.475546,0.947248,271
616_sl,UK-London,12-01-2010,2.059977,0.370930,49.000000,0.420115,0.569796,0.975976,410
616_sl,US-CA-LosAngeles,02-01-2010,,0.241374,199.000000,0.665276,0.306721,1.416309,
616_sl,US-CA-LosAngeles,03-01-2010,,0.205422,199.500000,0.469350,0.511101,1.200000,
616_sl,US-CA-LosAngeles,05-01-2010,,0.201156,,,,,
616_sl,US-IL-Chicago,02-01-2010,,0.232413,,,,,
616_sl,US-IL-Chicago,03-01-2010,,0.284372,,,,,
616_sl,US-NY-NewYork,01-01-2011,,0.367093,131.000000,0.783292,0.199439,1.834746,
616_sl,US-NY-NewYork,02-01-2010,,0.286958,130.000000,0.637302,0.353987,0.788793,
616_sl,US-NY-NewYork,03-01-2010,,0.256177,131.000000,0.423894,0.569101,0.994048,
616_sl,US-NY-NewYork,04-01-2010,,0.211921,,,,,
616_sl,US-NY-NewYork,05-01-2010,,0.209127,,,,,
616_sl,US-NY-NewYork,11-01-2010,,0.339915,,,,,
616_sl,US-NY-NewYork,12-01-2010,,0.385487,125.500000,0.786687,0.203045,1.473485,
616_sl,US-NY-NewYork-2,02-01-2010,,0.234793,,,,,
616_sl,US-NY-NewYork-2,03-01-2010,,0.315695,,,,,
616_sl,US-WA-Seattle,08-01-2010,,0.321406,,,,,
616_wn,DE-Hamburg,01-01-2011,1.180467,0.341326,52.000000,0.846368,0.136030,1.750407,1278
616_wn,DE-Hamburg,02-01-2011,1.489055,0.340650,52.000000,0.784928,0.202737,1.423963,1022
616_wn,DE-Hamburg,03-01-2010,1.812836,0.231320,54.000000,0.287312,0.708622,1.229252,669
616_wn,DE-Hamburg,03-01-2011,1.800456,0.345167,52.000000,0.560553,0.427560,1.676214,989
616_wn,DE-Hamburg,04-01-2010,1.809104,0.231700,54.000000,0.234742,0.754121,1.364420,1070
616_wn,DE-Hamburg,05-01-2010,1.920158,0.233176,54.000000,0.240290,0.749310,1.416990,1097
616_wn,DE-Hamburg,06-01-2010,1.886253,0.233035,53.000000,0.293370,0.700333,1.686145,925
616_wn,DE-Hamburg,07-01-2010,1.861739,0.232419,53.000000,0.281056,0.707990,1.532663,769
616_wn,DE-Hamburg,07-01-2011,1.937908,0.360403,51.000000,0.824240,0.159077,1.901590,693
616_wn,DE-Hamburg,08-01-2010,1.551039,0.232372,54.000000,0.335437,0.656329,1.428369,773
616_wn,DE-Hamburg,08-01-2011,1.816993,0.364564,52.000000,0.854552,0.137156,1.820952,726
616_wn,DE-Hamburg,09-01-2010,1.738932,0.233389,54.000000,0.317416,0.671772,1.555855,832
616_wn,DE-Hamburg,09-01-2011,1.867274,0.421075,53.000000,0.864451,0.123976,1.832432,620
616_wn,DE-Hamburg,10-01-2010,1.844612,0.289167,53.000000,0.393219,0.598562,1.545900,938
616_wn,DE-Hamburg,11-01-2010,1.537273,0.313536,52.000000,0.552703,0.438136,1.366165,1046
