region,month,DownloadThroughputSplitByClientAndByServer,UploadThroughputSplitByClientAndByServer,RTTSplitByClientAndByServer,NetLimitedSplitByClientAndByServer,ClientLimitedSplitByClientAndByServer,WinScaleRcvdSplitByClientAndByServer,NumberOfClientsSplitByClientAndByServer
620_13,02-01-2011,3.902916,0.498921,59.000000,0.567049,0.421463,2.427277,4784
620_13,03-01-2010,2.128142,0.336251,57.000000,0.835439,0.155331,2.745678,5208
620_13,03-01-2011,3.449561,0.450827,60.000000,0.771624,0.218811,2.555005,5565
620_13,04-01-2010,1.411485,0.263004,57.000000,0.903432,0.084088,2.761623,6865
620_13,05-01-2010,3.186748,0.405066,59.000000,0.648906,0.341096,3.098815,6431
620_13,06-01-2010,3.906520,0.413970,61.000000,0.593188,0.398990,3.270597,6796
620_13,07-01-2010,4.399483,0.419314,59.000000,0.526149,0.463550,3.070978,6017
620_13,07-01-2011,4.395784,0.524670,59.000000,0.470292,0.517488,2.497757,4526
620_13,08-01-2010,4.110448,0.433404,57.000000,0.560268,0.430121,2.482211,5792
620_13,08-01-2011,4.315295,0.529003,61.000000,0.426705,0.565221,2.471570,2894
620_13,09-01-2010,3.593978,0.424214,58.000000,0.722741,0.269356,2.602054,7711
620_13,09-01-2011,3.715241,0.502048,66.000000,0.605167,0.385297,2.374427,2059
620_13,10-01-2010,3.204477,0.414057,58.000000,0.795840,0.195445,2.671210,9529
620_13,11-01-2010,3.252869,0.478439,56.000000,0.680478,0.310408,2.448895,7107
620_13,12-01-2010,3.550406,0.516373,57.000000,0.681695,0.307788,2.334957,6373
620_14,01-01-2010,3.786408,0.407879,52.000000,0.828938,0.160587,3.201456,274
620_14,01-01-2011,3.050300,0.402216,69.000000,0.391725,0.590752,2.158944,1036
620_14,02-01-2010,4.946529,0.414315,52.000000,0.822755,0.168230,2.950092,350
620_14,02-01-2011,3.049719,0.399971,74.000000,0.278641,0.696946,2.106408,903
620_14,03-01-2010,3.016227,0.358326,54.000000,0.894163,0.087286,2.576663,708
620_14,03-01-2011,3.654246,0.399311,75.000000,0.451876,0.531178,2.141198,960
620_14,04-01-2010,2.504820,0.348632,55.000000,0.912442,0.076714,2.866762,987
620_14,05-01-2010,2.631705,0.399557,55.000000,0.726069,0.264144,2.854074,822
620_14,06-01-2010,4.159641,0.406325,54.000000,0.750083,0.237980,3.154531,787
620_14,07-01-2010,4.594639,0.410464,55.000000,0.593525,0.393580,2.981308,724
620_14,07-01-2011,4.180273,0.427304,71.000000,0.206574,0.782942,2.563674,707
620_14,08-01-2010,3.251597,0.405011,59.000000,0.678836,0.309802,2.789675,678
620_14,08-01-2011,3.207310,0.405115,78.000000,0.399976,0.584821,2.173874,619
620_14,09-01-2010,2.971585,0.404751,69.000000,0.685583,0.305394,2.608072,1221
620_14,09-01-2011,3.117657,0.400256,115.500000,0.300596,0.680148,2.254617,396
620_14,10-01-2010,2.760309,0.404116,73.000000,0.594317,0.397661,2.336394,1639
620_14,11-01-2010,2.526751,0.390603,71.000000,0.427514,0.563600,2.202326,1221
620_14,12-01-2010,2.984573,0.402036,71.000000,0.538324,0.452489,1.963757,1207
620_15,01-01-2010,5.442807,0.412246,50.000000,0.510788,0.484102,2.494914,1178
620_15,01-01-2011,2.857570,0.399233,51.000000,0.873554,0.113254,2.054648,2178
620_15,02-01-2010,4.778853,0.413971,52.000000,0.701718,0.291969,2.583273,1670
620_15,02-01-2011,2.646126,0.394832,54.000000,0.870390,0.118939,2.098784,1835
620_15,03-01-2010,1.714331,0.302276,51.000000,0.944587,0.045403,2.623982,4094
620_15,03-01-2011,2.794195,0.376978,54.000000,0.895887,0.093043,2.299501,1975
620_15,04-01-2010,1.288166,0.251256,51.000000,0.950629,0.040439,2.613216,5116
620_15,05-01-2010,3.109773,0.401605,50.000000,0.932269,0.058397,3.077715,4612
620_15,06-01-2010,3.941523,0.407457,49.000000,0.907650,0.083080,3.096137,4049
620_15,07-01-2010,4.386574,0.409404,50.000000,0.839231,0.146717,2.978484,3316
620_15,07-01-2011,4.877605,0.412159,49.000000,0.669022,0.326340,2.524161,1542
620_15,08-01-2010,3.882871,0.409224,49.000000,0.814380,0.171023,2.395975,3109
620_15,08-01-2011,5.222999,0.414830,49.500000,0.616343,0.374455,2.303979,988
620_15,09-01-2010,2.671739,0.402200,51.000000,0.914587,0.073960,2.377573,3970
620_15,09-01-2011,3.873620,0.408236,51.000000,0.754822,0.240707,2.448864,595
620_15,10-01-2010,2.291566,0.399115,49.000000,0.930528,0.058990,2.529703,4444
620_15,11-01-2010,2.492806,0.404308,49.000000,0.909668,0.078544,2.359973,3059
620_15,12-01-2010,2.699077,0.402075,51.000000,0.896739,0.096488,2.148649,2485
620_16,01-01-2010,,0.394533,56.000000,0.831840,0.144327,3.054054,
620_16,01-01-2011,4.006858,0.361025,68.000000,0.417698,0.579066,2.272583,341
620_16,02-01-2010,,0.390692,56.000000,0.792510,0.199230,2.233766,
620_16,02-01-2011,3.372048,0.419580,75.000000,0.279511,0.703927,1.903346,288
620_16,03-01-2010,1.643561,0.310209,57.000000,0.913773,0.075645,2.429795,427
620_16,03-01-2011,3.483632,0.352327,77.000000,0.405002,0.591255,2.405354,293
620_16,04-01-2010,2.199749,0.303814,61.000000,0.913244,0.074936,2.546341,588
620_16,05-01-2010,2.710535,0.351303,63.500000,0.652477,0.343138,2.826879,535
620_16,06-01-2010,3.293383,0.380900,67.000000,0.543251,0.447176,3.040044,515
620_16,07-01-2010,3.377358,0.352042,67.000000,0.454883,0.541065,2.586331,475
620_16,07-01-2011,3.370894,0.362042,73.000000,0.293374,0.697173,2.035573,273
620_16,08-01-2010,3.115244,0.368144,63.000000,0.430892,0.550753,1.875000,480
620_16,08-01-2011,,0.345535,86.000000,0.279214,0.717132,2.285266,
620_16,09-01-2010,3.206258,0.396913,66.000000,0.560818,0.425634,2.230845,626
620_16,09-01-2011,,0.481403,118.000000,0.200816,0.786836,2.559701,
620_16,10-01-2010,3.131544,0.402019,69.000000,0.720433,0.268451,2.266667,759
620_16,11-01-2010,2.036569,0.398766,65.000000,0.693610,0.289023,1.901111,567
620_16,12-01-2010,2.941376,0.361949,69.000000,0.600870,0.390872,2.157568,477
620_18,01-01-2011,2.873475,0.460651,75.000000,0.416781,0.568805,1.795455,472
620_18,02-01-2010,,0.408955,62.000000,0.910862,0.082097,2.858268,
620_18,02-01-2011,2.794309,0.413680,84.000000,0.411604,0.582820,2.026471,404
620_18,03-01-2010,2.410409,0.392906,60.000000,0.903630,0.082131,2.615196,310
620_18,03-01-2011,3.629995,0.407461,86.000000,0.319971,0.672082,2.241776,316
620_18,04-01-2010,2.324637,0.387598,52.000000,0.909202,0.077055,2.938389,329
620_18,05-01-2010,2.859429,0.403797,57.000000,0.894484,0.096334,2.954365,394
620_18,06-01-2010,3.288482,0.408177,83.000000,0.756495,0.236305,3.308498,533
620_18,07-01-2010,3.522576,0.398687,79.000000,0.662146,0.327772,3.050505,566
620_18,07-01-2011,3.425282,0.407387,77.000000,0.217850,0.772247,2.647668,289
620_18,08-01-2010,3.300427,0.401449,76.000000,0.551847,0.443070,2.794969,463
620_18,08-01-2011,3.364574,0.392301,102.000000,0.239921,0.753222,2.995146,209
620_18,09-01-2010,2.569400,0.406058,86.000000,0.486307,0.504170,2.456498,521
620_18,09-01-2011,,0.401616,120.000000,0.267205,0.719262,2.318352,
620_18,10-01-2010,2.449291,0.400528,111.000000,0.540777,0.445081,2.233613,690
620_18,11-01-2010,2.627578,0.399762,90.000000,0.563097,0.428066,2.178046,466
620_18,12-01-2010,2.808571,0.406663,79.000000,0.646538,0.347540,2.243542,559
620_20,01-01-2010,3.895249,0.352053,62.000000,0.247005,0.748522,2.500632,416
620_20,01-01-2011,3.608746,0.473844,73.000000,0.263092,0.730834,2.061135,367
620_20,02-01-2010,3.758511,0.358299,63.500000,0.220271,0.769717,2.532544,524
620_20,02-01-2011,4.381149,0.443088,73.000000,0.195897,0.800736,1.890653,279
620_20,03-01-2010,3.329024,0.363109,66.000000,0.200674,0.792407,2.507177,929
620_20,03-01-2011,4.257396,0.492485,74.000000,0.193195,0.801203,2.255217,324
620_20,04-01-2010,4.046715,0.363992,68.000000,0.158021,0.834678,2.614401,1341
620_20,05-01-2010,4.538256,0.413013,69.000000,0.189214,0.802619,2.763600,1003
620_20,06-01-2010,4.660998,0.413111,69.000000,0.179240,0.815406,2.857463,648
620_20,07-01-2010,4.990018,0.398089,68.000000,0.143048,0.847640,2.565779,616
620_20,07-01-2011,6.226197,0.501440,73.000000,0.161231,0.827461,2.030364,258
620_20,08-01-2010,5.112589,0.408567,68.000000,0.245527,0.737865,2.564837,653
620_20,08-01-2011,,0.422157,74.000000,0.419617,0.558165,2.506098,
620_20,09-01-2010,4.408962,0.417415,70.000000,0.220972,0.772746,2.486509,619
620_20,09-01-2011,,0.489001,,,,,
620_20,10-01-2010,4.100668,0.415510,72.000000,0.314773,0.672184,2.541731,678
620_20,11-01-2010,4.371790,0.417626,70.000000,0.178192,0.811696,2.341801,422
620_20,12-01-2010,4.334616,0.425590,72.000000,0.214246,0.775383,2.215067,430
620_30,01-01-2010,2.670472,0.332798,60.000000,0.411447,0.563780,2.499179,350
620_30,01-01-2011,0.635116,0.265918,67.000000,0.950445,0.037151,2.102228,571
620_30,02-01-2010,3.207640,0.328479,61.000000,0.529934,0.443278,2.280745,456
620_30,02-01-2011,0.803213,0.306019,69.000000,0.944822,0.044537,1.854749,516
620_30,03-01-2010,3.235357,0.321527,62.000000,0.580521,0.412140,2.518720,843
620_30,03-01-2011,0.748540,0.319889,68.000000,0.945721,0.041163,2.130841,469
620_30,04-01-2010,3.135964,0.321874,68.000000,0.434537,0.558119,2.736239,1209
620_30,05-01-2010,3.741150,0.340443,68.000000,0.762265,0.228250,2.935108,1100
620_30,06-01-2010,2.932584,0.260685,66.000000,0.894574,0.093040,3.063481,925
620_30,07-01-2010,2.033530,0.211577,65.000000,0.909965,0.085068,2.627596,894
620_30,07-01-2011,0.443149,0.161867,66.000000,0.961970,0.029492,2.468330,400
620_30,08-01-2010,1.931409,0.252106,64.000000,0.886295,0.096278,2.255690,856
620_30,08-01-2011,,0.142763,65.000000,0.941985,0.043510,2.266904,
620_30,09-01-2010,1.896844,0.185928,66.000000,0.933218,0.054408,2.300261,797
620_30,09-01-2011,,0.128825,,,,,
620_30,10-01-2010,1.095244,0.184871,66.000000,0.951734,0.037290,2.399619,778
620_30,11-01-2010,1.696853,0.262902,64.000000,0.908005,0.087173,2.344743,553
620_30,12-01-2010,1.735161,0.355846,66.000000,0.936098,0.053139,2.392236,522
642_ab,01-01-2011,3.804198,1.485820,87.000000,0.565027,0.428478,0.933457,337
642_ab,02-01-2010,,1.085580,80.000000,0.637693,0.358665,1.597222,
642_ab,02-01-2011,4.727302,1.488710,81.000000,0.280419,0.714559,1.237164,238
642_ab,03-01-2010,2.883060,1.349743,85.000000,0.701981,0.288800,1.330769,237
642_ab,03-01-2011,4.846691,1.604688,79.000000,0.753702,0.242984,1.815109,328
642_ab,04-01-2010,3.533764,1.406723,104.500000,0.458913,0.532891,1.283422,443
642_ab,05-01-2010,3.517061,1.408664,100.000000,0.444265,0.543317,1.362251,506
642_ab,06-01-2010,4.298771,1.447770,89.000000,0.474633,0.521883,1.596107,493
642_ab,07-01-2010,4.864846,1.408370,98.000000,0.466811,0.522247,1.475969,373
642_ab,07-01-2011,5.637721,1.807725,72.000000,0.307269,0.689809,1.258145,222
642_ab,08-01-2010,4.514151,1.527124,71.000000,0.331835,0.660764,1.043257,220
642_ab,08-01-2011,4.625124,1.608704,77.000000,0.471753,0.524373,1.472464,209
642_ab,09-01-2010,3.278708,1.446497,66.000000,0.632850,0.363982,0.906542,271
642_ab,09-01-2011,,1.609875,83.000000,0.186612,0.805445,1.278912,
642_ab,10-01-2010,4.161947,1.488182,90.000000,0.637975,0.355762,1.102902,243
642_ab,11-01-2010,3.798111,1.451404,80.000000,0.752987,0.242716,1.261745,292
642_ab,12-01-2010,4.393489,1.487475,85.000000,0.514109,0.480400,1.470199,292
642_ag,01-01-2010,,0.683934,58.500000,0.346109,0.645186,0.646825,
642_ag,01-01-2011,3.032775,0.844599,89.000000,0.833408,0.159254,1.499494,1226
642_ag,02-01-2010,3.998226,0.648393,93.000000,0.238154,0.749182,1.220132,566
642_ag,02-01-2011,3.199252,0.901807,85.000000,0.590520,0.403967,1.408018,1072
642_ag,03-01-2010,4.171895,0.522992,96.000000,0.168303,0.819530,1.093053,754
642_ag,03-01-2011,4.290828,0.723487,85.000000,0.453262,0.542795,1.535581,892
642_ag,04-01-2010,4.526040,0.764225,87.000000,0.203990,0.783916,1.603695,1488
642_ag,05-01-2010,4.944645,1.206532,73.000000,0.174451,0.817084,1.598064,1592
642_ag,06-01-2010,4.053980,0.764249,90.000000,0.287017,0.705601,1.721854,1541
642_ag,07-01-2010,4.206813,0.577795,100.000000,0.215633,0.771343,1.712201,1293
642_ag,07-01-2011,4.699462,0.694973,79.000000,0.600066,0.391377,1.960822,906
642_ag,08-01-2010,3.451226,0.455118,152.000000,0.180679,0.809885,1.366916,677
642_ag,08-01-2011,4.359348,0.639753,86.000000,0.589643,0.403079,1.892361,853
642_ag,09-01-2010,2.965061,0.455579,167.000000,0.177699,0.811014,1.271648,637
642_ag,09-01-2011,4.641527,1.165637,79.000000,0.685991,0.309985,1.892508,756
642_ag,10-01-2010,3.398294,0.455103,168.000000,0.208522,0.779401,1.210526,796
642_ag,11-01-2010,3.924697,0.629451,93.000000,0.580904,0.413834,1.490758,904
642_ag,12-01-2010,3.239906,0.512360,88.000000,0.592586,0.401672,1.420000,1149
642_ar,01-01-2010,,0.318114,,,,,
642_ar,01-01-2011,2.160383,0.418447,105.000000,0.554284,0.436545,1.221242,1570
642_ar,02-01-2010,3.872215,0.315700,93.000000,0.147534,0.837873,1.092453,448
642_ar,02-01-2011,3.964956,0.450359,104.000000,0.163928,0.826632,1.169245,1073
642_ar,03-01-2010,4.600338,0.329647,90.000000,0.133246,0.859626,1.309182,647
642_ar,03-01-2011,4.305619,0.482430,106.000000,0.144737,0.848903,1.228436,996
642_ar,04-01-2010,4.430872,0.339669,92.000000,0.134672,0.857729,1.538040,1345
642_ar,05-01-2010,4.441218,0.343036,88.000000,0.127710,0.864761,1.367052,1364
642_ar,06-01-2010,4.447590,0.376763,91.000000,0.125805,0.866390,1.454449,1250
642_ar,07-01-2010,4.207041,0.415060,95.000000,0.121995,0.869634,1.414525,1156
642_ar,07-01-2011,4.202900,0.496737,82.500000,0.262124,0.732052,1.493151,1007
642_ar,08-01-2010,4.227678,0.402250,99.000000,0.155495,0.832929,1.299832,848
642_ar,08-01-2011,4.307542,0.497550,104.000000,0.297680,0.687010,1.261104,905
642_ar,09-01-2010,4.103754,0.396525,105.000000,0.160322,0.828654,1.158342,873
642_ar,09-01-2011,4.717065,0.532872,98.000000,0.445372,0.551968,1.591304,837
642_ar,10-01-2010,4.125342,0.404686,97.000000,0.157005,0.832492,0.911024,785
642_ar,11-01-2010,3.821101,0.442050,100.000000,0.167885,0.823420,1.137587,956
642_ar,12-01-2010,2.998831,0.430102,114.000000,0.184189,0.805813,1.052212,1161
642_b,01-01-2010,4.690975,0.915950,55.000000,0.543088,0.451999,1.589625,1153
642_b,01-01-2011,4.710054,1.246597,86.000000,0.417345,0.572974,1.683833,10388
642_b,02-01-2010,4.839825,1.046272,66.000000,0.428368,0.564695,1.879268,5688
642_b,02-01-2011,5.589254,1.567544,80.000000,0.371998,0.620770,1.743204,8867
642_b,03-01-2010,4.635875,1.085667,83.000000,0.335358,0.652282,1.942819,9628
642_b,03-01-2011,6.309922,1.569166,76.000000,0.371281,0.618451,1.827595,8866
642_b,04-01-2010,4.296163,1.085134,89.000000,0.334871,0.654414,1.944554,14825
642_b,05-01-2010,5.210070,1.286834,77.000000,0.323864,0.664608,2.073419,16234
642_b,06-01-2010,4.828039,1.326575,85.000000,0.291189,0.699320,2.124938,13531
642_b,07-01-2010,4.581498,1.166571,91.000000,0.207642,0.780451,1.837033,10463
642_b,07-01-2011,5.988354,1.567847,74.000000,0.505523,0.483137,1.939767,8028
642_b,08-01-2010,4.049118,1.085847,128.000000,0.219823,0.770008,1.592707,6016
642_b,08-01-2011,4.402495,1.528118,78.000000,0.754012,0.236569,1.983620,7542
642_b,09-01-2010,3.765126,1.125640,128.000000,0.258745,0.729973,1.610353,6802
642_b,09-01-2011,6.055826,1.890751,75.000000,0.618520,0.371169,2.104082,7065
642_b,10-01-2010,3.610026,1.165206,134.000000,0.290726,0.696231,1.655897,8025
642_b,11-01-2010,4.657567,1.286380,88.000000,0.309648,0.679534,1.648254,7281
642_b,12-01-2010,5.358088,1.367306,80.000000,0.294942,0.695033,1.662104,8465
642_bc,01-01-2010,,1.206486,,,,,
642_bc,01-01-2011,6.186877,1.890626,77.000000,0.409485,0.579694,1.926672,693
642_bc,02-01-2010,6.458425,1.405919,56.000000,0.304152,0.689352,2.063492,402
642_bc,02-01-2011,4.303910,2.088051,75.000000,0.737203,0.255451,1.825806,658
642_bc,03-01-2010,7.446504,1.889551,52.000000,0.171641,0.817381,1.563830,631
642_bc,03-01-2011,2.890629,1.671100,72.000000,0.939882,0.049625,1.764706,770
642_bc,04-01-2010,8.956037,2.251631,49.000000,0.201253,0.789609,1.705721,1124
642_bc,05-01-2010,8.466442,2.250194,53.000000,0.276059,0.714518,1.801202,1212
642_bc,06-01-2010,7.923836,2.049025,89.000000,0.215276,0.776013,1.882869,948
642_bc,07-01-2010,5.636532,1.687782,98.000000,0.206759,0.782884,1.843063,736
642_bc,07-01-2011,7.872830,2.854937,70.000000,0.650989,0.335862,1.988426,539
642_bc,08-01-2010,4.125017,1.519769,166.000000,0.194624,0.795329,1.656028,368
642_bc,08-01-2011,5.409272,2.572133,74.000000,0.635279,0.354621,1.584577,488
642_bc,09-01-2010,3.905927,1.566225,142.000000,0.194303,0.797984,1.315145,421
642_bc,09-01-2011,9.276406,2.572738,70.000000,0.505786,0.490744,1.986649,412
642_bc,10-01-2010,4.116986,1.568720,167.000000,0.218746,0.772166,1.664921,445
642_bc,11-01-2010,6.028316,1.969450,92.000000,0.277220,0.717919,1.786850,485
642_bc,12-01-2010,5.857039,1.849099,78.000000,0.441972,0.554264,1.699346,674
642_bh,01-01-2010,,1.930232,45.000000,0.869750,0.126352,0.922807,
642_bh,01-01-2011,5.068723,1.688242,70.000000,0.778566,0.216516,1.300214,1314
642_bh,02-01-2010,5.477171,2.074265,58.000000,0.653592,0.341410,1.490395,545
642_bh,02-01-2011,5.217928,1.849593,67.000000,0.816566,0.172280,1.288764,1274
642_bh,03-01-2010,5.907139,2.207691,47.000000,0.655575,0.338129,1.736744,980
642_bh,03-01-2011,6.463137,1.969933,63.000000,0.653727,0.340498,1.472727,1068
642_bh,04-01-2010,8.021568,2.249437,47.000000,0.370741,0.624082,1.693391,1438
642_bh,05-01-2010,7.038103,2.211956,47.000000,0.530065,0.464991,1.789344,1659
642_bh,06-01-2010,6.869778,2.211523,62.000000,0.260684,0.731666,1.781861,1360
642_bh,07-01-2010,6.532042,2.172581,71.000000,0.417324,0.578853,1.805503,1164
642_bh,07-01-2011,6.125470,2.806441,62.000000,0.775030,0.217577,1.483466,1001
642_bh,08-01-2010,5.721303,2.130356,67.000000,0.501388,0.495769,1.456207,743
642_bh,08-01-2011,6.350892,2.816583,64.500000,0.894919,0.096492,1.679971,984
642_bh,09-01-2010,5.748357,2.172448,63.000000,0.670323,0.324367,1.546374,721
642_bh,09-01-2011,9.257982,3.094349,60.000000,0.883458,0.112664,1.923896,882
642_bh,10-01-2010,6.104165,2.209705,65.000000,0.628378,0.362721,1.495745,871
642_bh,11-01-2010,4.697958,1.850326,69.000000,0.521083,0.474607,1.196453,889
642_bh,12-01-2010,5.481466,1.447336,67.000000,0.708699,0.277046,1.467463,1070
642_bn,01-01-2011,,1.544780,93.000000,0.488974,0.505612,1.313653,
642_bn,02-01-2010,,1.282918,76.000000,0.259631,0.727833,0.970149,
642_bn,02-01-2011,,1.946326,79.500000,0.274283,0.722718,1.651297,
642_bn,03-01-2010,,1.527390,91.000000,0.192251,0.804427,0.843003,
642_bn,03-01-2011,6.519720,2.052064,73.000000,0.256947,0.738409,1.351220,226
642_bn,04-01-2010,4.124849,1.527048,92.000000,0.161284,0.834823,1.090703,220
642_bn,05-01-2010,,1.528412,95.000000,0.150754,0.845124,1.364045,
642_bn,06-01-2010,,1.527789,94.000000,0.134315,0.858338,1.341772,
642_bn,07-01-2010,,1.528516,100.000000,0.141254,0.852398,1.336000,
642_bn,07-01-2011,,2.131917,71.000000,0.550751,0.443443,1.453968,
642_bn,08-01-2011,,2.411929,74.000000,0.701109,0.294994,1.574830,
642_bn,09-01-2011,,2.128903,77.000000,0.249624,0.747268,1.787645,
642_bn,10-01-2010,,1.607879,88.000000,0.211198,0.778888,0.806763,
642_bn,11-01-2010,,1.568842,90.000000,0.762173,0.233778,1.113300,
642_bn,12-01-2010,,1.487797,93.000000,0.614651,0.375743,0.920833,
642_br,01-01-2010,,1.246529,,,,,
642_br,01-01-2011,8.022983,1.969399,78.000000,0.254466,0.742221,1.594852,527
642_br,02-01-2010,7.257375,1.046240,64.000000,0.165896,0.811442,1.307832,240
642_br,02-01-2011,7.611779,2.128551,76.000000,0.217611,0.778076,1.664753,442
642_br,03-01-2010,7.462766,1.326602,68.000000,0.180153,0.812845,1.437888,396
642_br,03-01-2011,8.934125,2.292263,71.000000,0.241692,0.744225,1.940541,461
642_br,04-01-2010,5.523786,1.367093,75.000000,0.175912,0.816568,1.455379,670
642_br,05-01-2010,8.128054,1.527663,60.000000,0.157053,0.837784,1.473588,655
642_br,06-01-2010,7.472184,1.527667,92.000000,0.151833,0.838710,1.636986,584
642_br,07-01-2010,7.453713,1.825077,101.000000,0.177651,0.808253,1.976986,483
642_br,07-01-2011,7.750044,3.015740,65.000000,0.442985,0.553813,1.713405,369
642_br,08-01-2010,4.438679,1.527842,136.000000,0.163224,0.823006,1.306122,244
642_br,08-01-2011,7.138220,2.811977,74.000000,0.807516,0.185439,2.068493,386
642_br,09-01-2010,4.516421,1.567407,118.000000,0.224333,0.770580,1.618799,311
642_br,09-01-2011,9.942632,3.173219,70.000000,0.501005,0.495508,2.279221,354
642_br,10-01-2010,4.690791,1.567455,116.000000,0.193597,0.792451,1.436014,351
642_br,11-01-2010,6.450927,1.608901,95.000000,0.256035,0.736453,1.435986,428
642_br,12-01-2010,5.906697,1.608923,78.000000,0.282364,0.711930,1.646396,435
642_bt,01-01-2011,4.636045,1.166641,94.000000,0.503535,0.477669,1.937500,343
642_bt,02-01-2010,4.707392,1.085868,86.000000,0.404258,0.591971,1.639098,234
642_bt,02-01-2011,4.022662,1.326422,96.000000,0.252274,0.743109,1.284424,242
642_bt,03-01-2010,4.275075,1.327088,87.000000,0.165685,0.828098,1.784615,275
642_bt,03-01-2011,5.282501,1.407270,91.000000,0.547829,0.447832,2.127310,301
642_bt,04-01-2010,3.843596,1.364710,88.000000,0.184070,0.812486,1.253718,572
642_bt,05-01-2010,3.590097,1.126091,91.000000,0.158641,0.833524,1.066551,505
642_bt,06-01-2010,3.319249,0.929936,97.000000,0.179129,0.809713,1.121586,471
642_bt,07-01-2010,3.174846,1.206740,102.000000,0.166287,0.823550,1.584631,376
642_bt,07-01-2011,4.309784,1.647399,86.000000,0.266707,0.719789,2.031185,255
642_bt,08-01-2010,4.357401,1.448694,85.000000,0.142157,0.848872,1.556701,212
642_bt,08-01-2011,4.145484,1.569099,90.000000,0.393188,0.589219,1.947761,230
642_bt,09-01-2010,3.444157,1.200990,99.000000,0.253915,0.732258,1.023679,289
642_bt,09-01-2011,4.421880,1.609654,87.000000,0.600419,0.394955,2.357143,222
642_bt,10-01-2010,4.171956,1.365412,97.000000,0.251986,0.739234,1.434608,255
642_bt,11-01-2010,3.318545,1.211887,90.000000,0.309587,0.683836,1.316116,276
642_bt,12-01-2010,2.772853,1.126498,105.000000,0.403866,0.580735,1.554675,367
642_bv,01-01-2010,,0.804800,52.000000,0.197472,0.799058,0.734043,
642_bv,01-01-2011,4.276282,0.671025,85.000000,0.260547,0.729552,1.370266,1855
642_bv,02-01-2010,4.862862,1.005911,58.000000,0.318933,0.674928,1.819347,927
642_bv,02-01-2011,4.985186,0.793766,77.000000,0.203349,0.782867,1.444833,1619
642_bv,03-01-2010,4.997508,1.046065,66.000000,0.364063,0.625993,1.817121,1511
642_bv,03-01-2011,4.864388,0.769316,75.000000,0.236276,0.751869,1.474252,1493
642_bv,04-01-2010,4.701453,1.005568,76.000000,0.321996,0.668966,1.651832,2794
642_bv,05-01-2010,6.375211,1.406723,61.000000,0.307267,0.687409,1.843984,3033
642_bv,06-01-2010,5.055948,1.366908,86.000000,0.278181,0.707181,1.761237,2544
642_bv,07-01-2010,4.444553,0.928656,98.000000,0.234851,0.751013,1.890973,2126
642_bv,07-01-2011,6.399012,0.924624,72.000000,0.502709,0.489383,1.645366,1572
642_bv,08-01-2010,3.164483,0.724115,132.000000,0.186567,0.805617,1.390383,1130
642_bv,08-01-2011,5.277735,1.108852,69.000000,0.692603,0.300510,1.627404,1287
642_bv,09-01-2010,3.390710,0.683648,139.000000,0.218120,0.770863,1.274493,1176
642_bv,09-01-2011,8.316719,1.890079,69.000000,0.688626,0.307386,1.783710,1384
642_bv,10-01-2010,3.399850,0.683435,145.000000,0.227323,0.762123,1.203044,1458
642_bv,11-01-2010,4.378059,0.764497,91.000000,0.163382,0.826290,1.243222,1170
642_bv,12-01-2010,4.741690,0.747073,79.000000,0.216519,0.775916,1.470151,1794
642_bz,01-01-2010,,0.684340,,,,,
642_bz,01-01-2011,3.392475,0.587709,95.000000,0.287094,0.701150,1.367906,553
642_bz,02-01-2010,1.973309,0.684414,88.000000,0.166414,0.824610,1.218954,268
642_bz,02-01-2011,3.482270,0.590454,89.000000,0.262597,0.733809,1.252386,512
642_bz,03-01-2010,2.259318,0.522973,98.000000,0.176922,0.811928,1.126506,440
642_bz,03-01-2011,3.601861,0.717238,77.000000,0.129298,0.864781,1.059091,421
642_bz,04-01-2010,2.911259,0.521701,112.000000,0.175659,0.813690,1.213885,678
642_bz,05-01-2010,3.071043,0.643662,112.000000,0.191086,0.799852,1.294410,763
642_bz,06-01-2010,3.087457,0.643226,101.000000,0.227279,0.767314,1.531496,721
642_bz,07-01-2010,3.139932,0.498068,103.000000,0.177368,0.810680,1.404624,602
642_bz,07-01-2011,3.602534,0.598003,88.000000,0.210408,0.769213,1.723934,420
642_bz,08-01-2010,2.679362,0.542882,104.000000,0.166646,0.820273,1.311499,316
642_bz,08-01-2011,3.343626,0.616236,91.000000,0.585642,0.408763,1.893499,440
642_bz,09-01-2010,3.087900,0.635816,110.000000,0.328065,0.664845,1.474937,436
642_bz,09-01-2011,3.829096,0.794103,84.000000,0.391446,0.604322,1.937600,350
642_bz,10-01-2010,3.220088,0.602972,109.000000,0.344442,0.650438,1.392718,398
642_bz,11-01-2010,3.115078,0.486380,104.000000,0.151760,0.838281,0.901690,298
642_bz,12-01-2010,3.250482,0.599737,93.000000,0.198606,0.796508,1.048122,422
642_cj,01-01-2010,6.845603,0.925852,61.500000,0.179297,0.809224,1.129893,285
642_cj,01-01-2011,4.769314,0.617927,85.000000,0.278745,0.707571,1.814184,2384
642_cj,02-01-2010,6.019384,1.086712,73.000000,0.242150,0.749009,1.588717,1195
642_cj,02-01-2011,5.202512,0.677457,81.000000,0.246075,0.741023,1.552706,2029
642_cj,03-01-2010,6.076849,1.367933,69.000000,0.184922,0.802151,1.669301,1924
642_cj,03-01-2011,7.494793,1.515256,75.000000,0.247294,0.742787,1.650754,1785
642_cj,04-01-2010,5.651142,1.446294,75.000000,0.197769,0.791481,1.664386,3307
