region,month,DownloadThroughputSplitByClientAndByServer,UploadThroughputSplitByClientAndByServer,RTTSplitByClientAndByServer,NetLimitedSplitByClientAndByServer,ClientLimitedSplitByClientAndByServer,WinScaleRcvdSplitByClientAndByServer,NumberOfClientsSplitByClientAndByServer
380_bs,04-01-2010,2.796357,0.282549,70.000000,0.566156,0.421897,1.893717,3461
380_bs,05-01-2010,2.676794,0.279563,73.000000,0.644377,0.349595,2.053222,3503
380_bs,06-01-2010,2.619022,0.277066,73.000000,0.599812,0.390580,1.903668,2590
380_bs,07-01-2010,2.840140,0.280852,72.000000,0.616916,0.376286,1.916527,2138
380_bs,07-01-2011,2.798528,0.304286,72.000000,0.755121,0.230714,2.161835,2031
380_bs,08-01-2010,2.789551,0.278666,73.000000,0.726120,0.258932,1.726506,3052
380_bs,08-01-2011,2.469657,0.306365,80.000000,0.886223,0.101264,2.281053,1991
380_bs,09-01-2010,2.388302,0.281197,73.000000,0.838533,0.146498,1.734177,3419
380_bs,09-01-2011,2.329174,0.303908,88.000000,0.898568,0.087228,2.227930,1879
380_bs,10-01-2010,2.251468,0.281541,73.000000,0.839289,0.147543,1.755986,3575
380_bs,11-01-2010,2.045692,0.281509,71.000000,0.835604,0.149298,1.763924,3688
380_bs,12-01-2010,1.948681,0.285461,73.000000,0.823090,0.155494,1.787732,3561
380_bz,01-01-2011,1.144686,0.269987,59.000000,0.861592,0.125111,1.956522,280
380_bz,02-01-2011,1.278795,0.279128,60.000000,0.892029,0.096483,2.351064,277
380_bz,03-01-2010,,0.279533,67.000000,0.423067,0.561520,1.952991,
380_bz,03-01-2011,1.813694,0.284570,62.000000,0.847652,0.141765,2.072423,245
380_bz,04-01-2010,,0.271651,61.000000,0.700060,0.294645,2.510563,
380_bz,05-01-2010,,0.260220,61.000000,0.634774,0.344473,2.218638,
380_bz,06-01-2010,,0.278304,57.000000,0.812807,0.179609,2.834008,
380_bz,07-01-2010,,0.292230,68.000000,0.748978,0.245870,2.255708,
380_bz,07-01-2011,,0.278742,,,,,
380_bz,08-01-2010,1.205549,0.264025,68.500000,0.804477,0.185409,1.947522,215
380_bz,08-01-2011,,0.286055,,,,,
380_bz,09-01-2010,1.039790,0.258550,64.000000,0.864994,0.119374,1.765896,226
380_bz,10-01-2010,1.368400,0.268125,65.000000,0.438335,0.545106,1.884021,220
380_bz,11-01-2010,1.094676,0.252141,57.000000,0.896728,0.091253,1.906344,226
380_bz,12-01-2010,1.094790,0.257894,59.000000,0.863608,0.128764,2.192308,267
380_ca,01-01-2010,1.854383,0.275091,80.000000,0.861058,0.123823,1.894845,324
380_ca,01-01-2011,2.088186,0.285159,89.000000,0.873473,0.112141,1.826820,4111
380_ca,02-01-2010,2.019194,0.272447,84.000000,0.743166,0.245826,1.660588,1236
380_ca,02-01-2011,2.534286,0.296609,90.000000,0.865940,0.119437,1.996003,3069
380_ca,03-01-2010,2.193036,0.277284,84.000000,0.730311,0.257069,1.812692,2652
380_ca,03-01-2011,2.493684,0.292051,90.000000,0.852642,0.134249,2.095676,2960
380_ca,04-01-2010,2.665344,0.281572,85.000000,0.781079,0.208125,1.866656,3828
380_ca,05-01-2010,2.247738,0.279733,87.000000,0.848650,0.140076,2.068473,4017
380_ca,06-01-2010,2.811119,0.281625,85.000000,0.748332,0.239158,2.106113,3149
380_ca,07-01-2010,3.009851,0.292644,86.000000,0.641845,0.349465,2.095525,2487
380_ca,07-01-2011,3.700503,0.311500,86.000000,0.890944,0.097757,2.630739,2105
380_ca,08-01-2010,2.812052,0.281818,86.000000,0.809386,0.173841,1.781317,2924
380_ca,08-01-2011,3.095646,0.310894,98.000000,0.903414,0.083779,2.386027,1791
380_ca,09-01-2010,2.329380,0.281349,86.000000,0.854388,0.128916,1.745128,3421
380_ca,09-01-2011,2.957082,0.304441,105.000000,0.912443,0.073264,2.454180,1650
380_ca,10-01-2010,2.332857,0.282707,86.000000,0.836171,0.152238,1.787288,3609
380_ca,11-01-2010,2.128677,0.280338,87.000000,0.878155,0.110437,1.747054,3740
380_ca,12-01-2010,2.190906,0.286053,89.000000,0.796236,0.188453,1.704099,3384
380_cb,03-01-2011,,0.148328,,,,,
380_ce,01-01-2011,1.464390,0.285375,86.000000,0.877170,0.103809,1.661818,201
380_ce,02-01-2011,,0.300675,81.500000,0.743838,0.247640,1.856436,
380_ce,03-01-2010,,0.249481,,,,,
380_ce,03-01-2011,,0.307894,83.500000,0.884921,0.097016,1.860465,
380_ce,04-01-2010,,0.255578,96.000000,0.689997,0.300218,1.360324,
380_ce,05-01-2010,,0.279736,85.000000,0.729330,0.251534,1.643123,
380_ce,06-01-2010,,0.291065,87.000000,0.719480,0.246803,1.966790,
380_ce,07-01-2010,,0.288590,,,,,
380_ce,07-01-2011,3.654733,0.322754,59.000000,0.601880,0.394351,2.128544,347
380_ce,08-01-2010,,0.289434,77.000000,0.782552,0.213160,1.289720,
380_ce,08-01-2011,2.309698,0.305647,87.000000,0.868190,0.124014,2.416667,258
380_ce,09-01-2010,,0.281667,88.000000,0.834370,0.161825,1.556962,
380_ce,09-01-2011,3.673680,0.303427,85.000000,0.724693,0.252299,1.845659,203
380_ce,10-01-2010,,0.298094,86.000000,0.718677,0.272758,1.691700,
380_ce,11-01-2010,,0.300907,76.000000,0.920111,0.062220,1.755656,
380_ce,12-01-2010,,0.299729,81.000000,0.794633,0.188464,1.970588,
380_ch,01-01-2011,1.089018,0.246746,90.000000,0.897410,0.088280,1.747748,323
380_ch,02-01-2010,,0.250158,,,,,
380_ch,02-01-2011,1.748969,0.280597,88.500000,0.846774,0.133101,1.884181,249
380_ch,03-01-2010,,0.272033,84.000000,0.559524,0.435739,1.333333,
380_ch,03-01-2011,0.965008,0.241246,95.000000,0.924278,0.057270,2.260355,254
380_ch,04-01-2010,1.668785,0.273823,86.000000,0.855243,0.123915,1.746512,281
380_ch,05-01-2010,1.983758,0.281638,85.000000,0.730113,0.265392,1.861042,258
380_ch,06-01-2010,2.437668,0.258798,90.000000,0.829410,0.161879,2.241096,251
380_ch,07-01-2010,,0.248470,85.500000,0.757827,0.209973,1.759259,
380_ch,07-01-2011,,0.293576,82.000000,0.840052,0.145290,2.138298,
380_ch,08-01-2010,1.658764,0.235662,88.000000,0.931647,0.049191,1.766562,240
380_ch,08-01-2011,1.128103,0.287943,107.000000,0.930386,0.052701,1.842697,212
380_ch,09-01-2010,1.140803,0.247652,92.000000,0.898332,0.084448,1.609065,258
380_ch,09-01-2011,,0.309466,103.000000,0.902747,0.085719,2.180000,
380_ch,10-01-2010,1.966425,0.269898,87.000000,0.910769,0.078828,1.634383,297
380_ch,11-01-2010,0.972788,0.247050,92.000000,0.940325,0.046164,1.613527,307
380_ch,12-01-2010,1.334604,0.259005,93.000000,0.890369,0.098387,1.351899,274
380_cn,01-01-2011,,0.295764,63.000000,0.908308,0.077365,1.232456,
380_cn,02-01-2011,,0.294180,69.000000,0.870632,0.113500,1.360360,
380_cn,03-01-2011,,0.252054,,,,,
380_cn,04-01-2010,,0.265300,,,,,
380_cn,05-01-2010,,0.265599,,,,,
380_cn,10-01-2010,,0.248788,,,,,
380_cn,11-01-2010,,0.280127,,,,,
380_cn,12-01-2010,,0.287621,,,,,
380_co,01-01-2010,,0.248535,72.000000,0.864324,0.126360,1.931373,
380_co,01-01-2011,1.998501,0.277947,78.000000,0.440727,0.542202,2.000430,1251
380_co,02-01-2010,2.792902,0.281499,70.000000,0.497570,0.497855,1.650289,399
380_co,02-01-2011,1.533463,0.272339,88.000000,0.682645,0.308629,1.997653,1274
380_co,03-01-2010,2.353032,0.281222,73.000000,0.542654,0.443788,1.683721,886
380_co,03-01-2011,1.863099,0.265904,84.000000,0.590129,0.401973,2.239524,1120
380_co,04-01-2010,2.048486,0.263252,75.000000,0.397548,0.589204,1.991206,1324
380_co,05-01-2010,2.251704,0.261781,76.000000,0.389463,0.596437,2.145771,1283
380_co,06-01-2010,2.132292,0.265044,80.000000,0.458583,0.536307,2.192616,1047
380_co,07-01-2010,2.251168,0.267920,79.000000,0.363581,0.627063,2.271605,743
380_co,07-01-2011,2.567699,0.288903,75.000000,0.667896,0.327637,2.322677,807
380_co,08-01-2010,2.576927,0.267196,79.000000,0.404763,0.588072,1.974820,1046
380_co,08-01-2011,2.447275,0.293385,86.000000,0.811846,0.166492,2.452018,712
380_co,09-01-2010,2.380705,0.265627,77.000000,0.628414,0.357056,1.948020,1180
380_co,09-01-2011,2.530661,0.294157,92.000000,0.876827,0.112652,2.427300,674
380_co,10-01-2010,2.071162,0.279678,78.000000,0.615961,0.373188,1.883047,1179
380_co,11-01-2010,2.182730,0.268825,78.000000,0.672611,0.316188,2.061554,1176
380_co,12-01-2010,2.210603,0.283967,79.000000,0.601155,0.384207,2.088473,1129
380_cr,01-01-2011,0.751119,0.230629,52.000000,0.943217,0.047551,1.747368,371
380_cr,02-01-2010,,0.362655,,,,,
380_cr,02-01-2011,0.971291,0.279867,53.000000,0.891354,0.095817,1.394256,278
380_cr,03-01-2010,1.529234,0.438459,55.000000,0.924163,0.068301,2.141667,309
380_cr,03-01-2011,0.872655,0.327305,47.000000,0.900574,0.090997,1.523702,344
380_cr,04-01-2010,1.741606,0.463963,45.000000,0.924985,0.065487,1.529551,356
380_cr,05-01-2010,1.040396,0.270388,45.000000,0.889284,0.106252,1.703608,312
380_cr,06-01-2010,1.336300,0.167881,49.500000,0.884691,0.107546,2.231293,212
380_cr,07-01-2010,,0.205626,55.500000,0.823213,0.165495,1.715302,
380_cr,07-01-2011,,0.402329,38.000000,0.883871,0.094564,2.109244,
380_cr,08-01-2010,1.267400,0.197442,51.000000,0.916208,0.073960,1.682540,249
380_cr,08-01-2011,,0.397386,,,,,
380_cr,09-01-2010,1.022098,0.273823,46.000000,0.949374,0.037708,1.888060,335
380_cr,09-01-2011,,0.390604,,,,,
380_cr,10-01-2010,1.308237,0.266797,46.000000,0.943124,0.046622,1.319613,349
380_cr,11-01-2010,0.901548,0.231044,49.000000,0.934590,0.052784,1.933333,387
380_cr,12-01-2010,0.960364,0.227103,49.000000,0.928969,0.059163,1.638950,382
380_cs,01-01-2010,,0.274918,93.000000,0.905323,0.069747,1.760000,
380_cs,01-01-2011,1.400003,0.243147,102.000000,0.885867,0.095067,1.746479,1877
380_cs,02-01-2010,1.843335,0.265358,96.000000,0.750020,0.240242,1.681943,682
380_cs,02-01-2011,1.580635,0.254876,98.000000,0.913524,0.068724,2.016466,1695
380_cs,03-01-2010,1.943037,0.269965,95.000000,0.840931,0.136979,1.846288,1492
380_cs,03-01-2011,1.890631,0.267383,96.000000,0.902255,0.083207,2.211221,1560
380_cs,04-01-2010,2.218519,0.270462,97.000000,0.848710,0.133698,2.118058,2267
380_cs,05-01-2010,2.508488,0.273429,95.000000,0.783497,0.200344,2.059666,2089
380_cs,06-01-2010,2.376452,0.273457,96.000000,0.811455,0.172026,2.132444,1980
380_cs,07-01-2010,2.097045,0.261377,95.000000,0.860908,0.120093,2.281027,1616
380_cs,07-01-2011,3.313175,0.292289,93.000000,0.926410,0.062078,2.788415,1271
380_cs,08-01-2010,2.250927,0.260825,96.000000,0.878405,0.104322,1.921150,1484
380_cs,08-01-2011,2.404895,0.289641,112.000000,0.916998,0.066647,2.573381,1084
380_cs,09-01-2010,1.735680,0.253906,96.000000,0.905395,0.077036,1.854084,1869
380_cs,09-01-2011,2.590100,0.292747,122.000000,0.920673,0.064250,2.475120,988
380_cs,10-01-2010,1.954422,0.261565,97.000000,0.870334,0.116124,1.661775,1951
380_cs,11-01-2010,1.618648,0.252862,97.000000,0.881684,0.105088,1.858472,1803
380_cs,12-01-2010,1.589463,0.246713,99.000000,0.883266,0.101881,1.829140,1718
380_ct,01-01-2010,2.406143,0.277112,87.000000,0.831252,0.143084,1.773913,352
380_ct,01-01-2011,2.715521,0.286282,93.500000,0.815054,0.171684,1.820888,4885
380_ct,02-01-2010,2.551500,0.263709,95.000000,0.577667,0.416814,1.545022,1593
380_ct,02-01-2011,2.853668,0.288621,95.000000,0.850988,0.135474,2.018515,3975
380_ct,03-01-2010,2.946289,0.274928,91.000000,0.634974,0.352304,1.773081,2978
380_ct,03-01-2011,2.961017,0.290850,96.000000,0.869714,0.113408,2.174118,3947
380_ct,04-01-2010,2.831684,0.277017,93.000000,0.641402,0.349320,1.774096,4495
380_ct,05-01-2010,2.849495,0.274538,94.000000,0.585782,0.405324,1.909737,4505
380_ct,06-01-2010,3.017240,0.274419,93.000000,0.697469,0.295091,2.177634,3747
380_ct,07-01-2010,3.088619,0.277607,94.000000,0.667398,0.321951,2.148775,3084
380_ct,07-01-2011,3.667265,0.302129,92.000000,0.848958,0.133975,2.236395,3126
380_ct,08-01-2010,2.743667,0.278063,93.000000,0.777723,0.207403,1.836530,3470
380_ct,08-01-2011,2.767612,0.299456,107.000000,0.878061,0.106096,2.146213,2766
380_ct,09-01-2010,2.561683,0.283027,93.000000,0.824097,0.160200,1.783358,4298
380_ct,09-01-2011,2.716583,0.296326,115.000000,0.894512,0.091253,2.416052,2674
380_ct,10-01-2010,2.542216,0.278702,93.000000,0.798045,0.187058,1.769914,4545
380_ct,11-01-2010,2.523995,0.284240,92.000000,0.777258,0.209367,1.779831,4299
380_ct,12-01-2010,2.407883,0.286683,95.000000,0.793156,0.188357,1.702896,4548
380_cz,01-01-2011,1.381193,0.252869,107.000000,0.870262,0.112246,1.836820,330
380_cz,02-01-2010,,0.269066,92.000000,0.903665,0.083595,2.379147,
380_cz,02-01-2011,1.650728,0.271397,101.500000,0.912061,0.076335,1.980226,259
380_cz,03-01-2010,1.241115,0.249480,109.000000,0.881090,0.089330,1.930394,284
380_cz,03-01-2011,1.763153,0.261117,109.500000,0.855147,0.119852,2.413105,264
380_cz,04-01-2010,1.766949,0.257886,101.000000,0.693768,0.301896,1.886326,370
380_cz,05-01-2010,2.378417,0.271051,96.000000,0.786468,0.207119,2.039400,337
380_cz,06-01-2010,1.758912,0.256374,108.000000,0.784066,0.200448,1.854043,336
380_cz,07-01-2010,1.916064,0.263824,107.000000,0.789118,0.196535,2.246649,247
380_cz,07-01-2011,,0.278603,98.000000,0.909931,0.070132,2.103175,
380_cz,08-01-2010,2.560604,0.276371,95.000000,0.844240,0.149978,2.199525,275
380_cz,08-01-2011,,0.277650,,,,,
380_cz,09-01-2010,1.167457,0.248440,100.000000,0.893301,0.083437,1.850816,312
380_cz,09-01-2011,,0.297489,,,,,
380_cz,10-01-2010,1.495996,0.257366,106.000000,0.758783,0.226654,1.419679,339
380_cz,11-01-2010,1.781438,0.255642,103.000000,0.840220,0.146777,2.215730,294
380_cz,12-01-2010,1.606653,0.265537,106.000000,0.867438,0.111641,2.045977,299
380_fe,01-01-2011,,0.299748,,0.950755,0.020512,1.270142,
380_fe,02-01-2011,,0.260087,,,,,
380_fe,04-01-2010,,0.279667,,,,,
380_fe,05-01-2010,,0.236013,79.000000,0.790744,0.203198,1.820388,
380_fe,06-01-2010,,0.274243,,,,,
380_fe,09-01-2011,,0.350333,,,,,
380_fe,11-01-2010,,0.314622,,,,,
380_fe,12-01-2010,,0.308787,,,,,
380_fg,01-01-2011,2.409644,0.298352,69.000000,0.899694,0.089615,1.593443,420
380_fg,02-01-2010,,0.302811,67.000000,0.897971,0.086503,1.900000,
380_fg,02-01-2011,2.953496,0.290788,73.000000,0.782078,0.204808,1.538129,462
380_fg,03-01-2010,3.964087,0.297635,61.000000,0.773058,0.223421,1.891258,304
380_fg,03-01-2011,3.220282,0.295776,75.000000,0.656247,0.335677,1.537267,386
380_fg,04-01-2010,4.067362,0.306634,58.000000,0.606370,0.389138,1.656593,444
380_fg,05-01-2010,3.765532,0.307124,62.000000,0.683736,0.307972,2.074184,428
380_fg,06-01-2010,3.844641,0.313521,63.000000,0.681495,0.313620,1.928952,348
380_fg,07-01-2010,3.839715,0.305385,68.000000,0.706251,0.278225,1.947631,266
380_fg,07-01-2011,4.519616,0.306122,76.000000,0.741621,0.254292,2.345659,395
380_fg,08-01-2010,4.180359,0.301815,59.000000,0.571515,0.423979,1.781491,248
380_fg,08-01-2011,4.221032,0.314131,92.000000,0.636812,0.358701,2.108559,285
380_fg,09-01-2010,3.271160,0.304421,68.000000,0.907152,0.076174,2.138182,395
380_fg,09-01-2011,4.021871,0.295778,94.000000,0.866421,0.115008,2.247357,321
380_fg,10-01-2010,3.379435,0.305144,64.000000,0.797500,0.184312,1.656040,406
380_fg,11-01-2010,4.035652,0.317174,61.000000,0.902080,0.088889,1.855072,434
380_fg,12-01-2010,3.410486,0.307455,63.000000,0.814165,0.174473,1.469697,448
380_fi,01-01-2010,1.730942,0.241139,82.000000,0.653388,0.342319,1.479936,385
380_fi,01-01-2011,2.389624,0.281530,80.000000,0.645668,0.345385,1.904601,4111
380_fi,02-01-2010,2.285630,0.275251,89.000000,0.515744,0.470215,1.778836,1551
380_fi,02-01-2011,2.566433,0.294739,81.000000,0.726027,0.263756,1.991346,3737
380_fi,03-01-2010,2.406942,0.271596,87.000000,0.511959,0.475679,1.772587,2717
380_fi,03-01-2011,2.641537,0.299459,79.000000,0.737680,0.248290,2.015719,4422
380_fi,04-01-2010,2.478547,0.276526,87.000000,0.610831,0.379294,1.993455,4004
380_fi,05-01-2010,2.572628,0.281650,87.000000,0.665532,0.326620,2.086734,4262
380_fi,06-01-2010,2.814933,0.281297,87.000000,0.640461,0.350735,2.177719,3328
380_fi,07-01-2010,2.896272,0.281549,88.000000,0.496830,0.491946,2.158112,2619
380_fi,07-01-2011,3.546227,0.312729,77.000000,0.702316,0.287602,2.318147,3271
380_fi,08-01-2010,2.984053,0.281576,81.000000,0.609326,0.378452,1.798108,3423
380_fi,08-01-2011,2.790763,0.309486,89.000000,0.739669,0.246966,2.155218,2600
380_fi,09-01-2010,2.737504,0.281632,80.000000,0.778264,0.210487,1.799802,4374
380_fi,09-01-2011,2.912774,0.308615,95.000000,0.863857,0.119799,2.350864,2765
380_fi,10-01-2010,2.786466,0.275879,81.000000,0.693385,0.291482,1.937642,3965
380_fi,11-01-2010,2.680439,0.283450,80.000000,0.713550,0.274160,1.917545,4076
380_fi,12-01-2010,2.537149,0.281726,81.000000,0.663832,0.319126,1.914378,3754
380_fo,01-01-2011,2.005585,0.289797,83.000000,0.850796,0.138876,1.557273,708
380_fo,02-01-2010,1.734700,0.275238,87.000000,0.620552,0.366089,1.768322,257
380_fo,02-01-2011,2.324340,0.288690,82.000000,0.734822,0.254504,1.786667,463
380_fo,03-01-2010,2.580786,0.289563,84.000000,0.833298,0.148844,1.819246,502
380_fo,03-01-2011,2.307373,0.302287,78.000000,0.885506,0.102970,2.045732,447
380_fo,04-01-2010,1.864012,0.281650,84.500000,0.780445,0.213331,1.555181,767
380_fo,05-01-2010,2.607081,0.281928,86.000000,0.671615,0.322818,1.780072,653
380_fo,06-01-2010,2.842768,0.283419,84.000000,0.609750,0.382701,1.903614,537
380_fo,07-01-2010,2.822139,0.287032,86.000000,0.583276,0.410849,2.113530,369
380_fo,07-01-2011,3.456680,0.311777,81.000000,0.764149,0.228444,2.213622,402
380_fo,08-01-2010,2.344916,0.296855,81.000000,0.679039,0.311016,1.478604,540
380_fo,08-01-2011,2.963454,0.308403,90.000000,0.839855,0.149551,2.349376,370
380_fo,09-01-2010,2.132101,0.292900,83.000000,0.756031,0.222222,1.578441,650
380_fo,09-01-2011,2.641843,0.307252,102.000000,0.878120,0.103643,2.350980,349
380_fo,10-01-2010,2.296902,0.297912,82.000000,0.715107,0.278050,1.827027,680
380_fo,11-01-2010,2.107171,0.289755,81.000000,0.695877,0.284421,1.701087,548
380_fo,12-01-2010,2.432052,0.289232,80.000000,0.715073,0.278685,1.653886,587
380_fr,01-01-2011,,0.168045,,,,,
380_fr,02-01-2011,,0.181197,,,,,
380_fr,05-01-2010,,0.171121,,,,,
380_fr,10-01-2010,,0.185516,,,,,
380_fr,11-01-2010,,0.186311,,,,,
380_ge,01-01-2010,3.806749,0.298756,57.000000,0.802358,0.185996,1.762075,371
380_ge,01-01-2011,3.271854,0.304879,63.000000,0.754459,0.236664,1.797004,4120
380_ge,02-01-2010,3.453185,0.301769,62.000000,0.596470,0.393618,1.753986,1382
380_ge,02-01-2011,3.518365,0.314767,62.000000,0.775197,0.213793,1.826210,3293
380_ge,03-01-2010,3.585826,0.311901,61.000000,0.637678,0.348958,1.869252,2506
380_ge,03-01-2011,3.511580,0.314586,64.000000,0.848073,0.141462,1.999581,3314
380_ge,04-01-2010,3.796557,0.305340,60.000000,0.625462,0.364428,1.937239,3611
380_ge,05-01-2010,3.992032,0.307165,61.000000,0.634834,0.358303,2.079102,3854
380_ge,06-01-2010,3.863530,0.305923,61.000000,0.493631,0.500350,1.934066,2706
380_ge,07-01-2010,3.735758,0.310139,62.000000,0.551803,0.437831,2.036444,2350
380_ge,07-01-2011,3.832365,0.322988,65.000000,0.679827,0.309247,2.317440,2004
380_ge,08-01-2010,3.614132,0.305177,61.000000,0.780150,0.209407,1.806787,3084
380_ge,08-01-2011,3.516919,0.326501,73.000000,0.845516,0.144373,2.377175,1673
380_ge,09-01-2010,3.201150,0.307173,62.000000,0.805728,0.172685,1.629678,3597
380_ge,09-01-2011,3.283228,0.323442,79.000000,0.896312,0.089185,2.174220,1727
380_ge,10-01-2010,3.549725,0.312454,61.000000,0.740447,0.246953,1.783133,3594
380_ge,11-01-2010,3.505105,0.311736,60.000000,0.710976,0.273701,1.643030,3987
380_ge,12-01-2010,3.512109,0.311268,61.000000,0.717045,0.274798,1.724495,3467
380_go,01-01-2011,,0.296987,89.000000,0.857251,0.125221,1.231405,
380_go,02-01-2011,,0.322054,,,,,
380_go,03-01-2011,,0.321861,,,,,
380_go,04-01-2010,,0.327540,82.000000,0.897731,0.092068,2.216102,
380_go,05-01-2010,,0.316260,82.000000,0.845871,0.149474,1.237209,
380_go,06-01-2010,,0.310949,,,,,
380_go,07-01-2010,,0.304291,,,,,
380_go,08-01-2010,,0.313630,84.000000,0.881656,0.106392,1.236967,
380_go,09-01-2010,,0.290949,84.000000,0.912268,0.074664,1.534314,
380_go,10-01-2010,,0.305486,,,,,
380_go,11-01-2010,,0.306994,,,,,
380_go,12-01-2010,,0.334835,,,,,
380_im,01-01-2011,,0.282613,,,,,
380_im,04-01-2010,,0.299104,,,,,
380_im,05-01-2010,,0.284143,,,,,
380_im,09-01-2010,,0.296641,,,,,
380_im,10-01-2010,,0.283479,,,,,
380_im,11-01-2010,,0.294233,66.000000,0.646330,0.349448,1.584071,
380_lc,01-01-2011,,0.240954,100.000000,0.409612,0.576085,1.921569,
380_lc,02-01-2011,,0.241283,109.500000,0.549568,0.440725,1.885057,
380_lc,03-01-2010,,0.254518,,,,,
380_lc,03-01-2011,,0.265626,105.000000,0.442470,0.531908,2.006154,
380_lc,04-01-2010,1.897013,0.238683,101.000000,0.376149,0.618175,2.453083,201
380_lc,05-01-2010,,0.208648,85.500000,0.455925,0.533797,2.412121,
380_lc,06-01-2010,,0.259002,88.000000,0.473841,0.521359,2.525000,
380_lc,07-01-2010,,0.228916,,,,,
380_lc,07-01-2011,,0.302916,,,,,
380_lc,08-01-2010,,0.227841,110.000000,0.397353,0.589864,1.675585,
380_lc,08-01-2011,,0.283606,,,,,
380_lc,09-01-2010,,0.215773,100.000000,0.615130,0.366441,2.194805,
380_lc,09-01-2011,,0.283823,,,,,
380_lc,10-01-2010,,0.234106,98.000000,0.418812,0.565046,1.538961,
380_lc,11-01-2010,,0.243319,86.500000,0.624233,0.350214,2.101156,
380_lc,12-01-2010,,0.227889,108.000000,0.385189,0.611180,2.045283,
380_le,01-01-2010,,0.251205,95.000000,0.754045,0.239677,1.162455,
380_le,01-01-2011,1.830976,0.274255,96.500000,0.764791,0.217544,1.871368,1667
380_le,02-01-2010,1.699714,0.270882,92.000000,0.722183,0.269215,1.453528,713
380_le,02-01-2011,1.732140,0.274309,99.000000,0.867655,0.119539,1.686014,1698
380_le,03-01-2010,1.749216,0.255966,92.000000,0.654982,0.332340,1.831693,1207
380_le,03-01-2011,2.186801,0.281053,100.000000,0.832357,0.152696,1.988178,1629
380_le,04-01-2010,1.948271,0.273574,92.000000,0.757232,0.229499,2.128314,1922
380_le,05-01-2010,1.956193,0.271680,94.000000,0.798558,0.190837,2.133425,1870
380_le,06-01-2010,2.326598,0.276088,93.000000,0.784137,0.199585,2.230992,1501
380_le,07-01-2010,2.393936,0.270201,96.000000,0.513925,0.471866,2.236645,1142
380_le,07-01-2011,2.734185,0.305043,94.000000,0.823415,0.165212,2.166563,1053
380_le,08-01-2010,2.085602,0.264151,95.000000,0.746232,0.240164,1.843118,1271
380_le,08-01-2011,2.304090,0.297156,113.000000,0.860457,0.121352,2.281839,890
380_le,09-01-2010,2.017268,0.265438,95.000000,0.847458,0.133959,1.967271,1504
380_le,09-01-2011,2.781353,0.299233,118.000000,0.865355,0.119895,2.295886,897
